,ax,ay,az,gx,gy,gz,label,segment_ID,animal_ID,timestamp_ms
289,-9.15759,7.17129,-2.71469,83.1707,-24.3293,-22.622,walking,1,fG1,2891
290,-9.04737,7.63851,-2.81772,101.646,-34.5122,-28.1707,walking,1,fG1,2901
291,-8.9108,8.00271,-2.59968,113.415,-38.7805,-33.6585,walking,1,fG1,2911
292,-9.2726,8.41962,-2.85845,124.329,-43.5366,-39.0244,walking,1,fG1,2921
293,-9.48824,9.13603,-2.78897,137.378,-58.8415,-43.2927,walking,1,fG1,2931
294,-9.00185,9.58887,-2.44634,141.951,-71.2195,-47.8659,walking,1,fG1,2941
295,-8.47472,9.29896,-2.30018,139.695,-66.8293,-53.4756,walking,1,fG1,2951
296,-7.91406,8.68557,-1.67961,148.78,-58.9634,-56.5854,walking,1,fG1,2961
297,-7.09462,8.35492,-1.25072,164.329,-58.2317,-54.0244,walking,1,fG1,2971
298,-6.52916,8.80058,-2.13965,168.902,-60.122,-46.3415,walking,1,fG1,2981
299,-6.32549,9.62721,-3.32568,149.939,-57.0122,-36.7683,walking,1,fG1,2991
300,-6.46926,10.2382,-3.72102,109.939,-47.8659,-29.3902,walking,1,fG1,3001
301,-7.20004,10.2526,-3.76654,70.2439,-44.2073,-26.7683,walking,1,fG1,3011
302,-7.42287,10.0369,-3.35443,49.2073,-53.0488,-25.9146,walking,1,fG1,3021
303,-7.06826,9.7542,-2.87283,41.2805,-62.378,-23.2317,walking,1,fG1,3031
304,-6.39258,9.3948,-2.47749,38.1707,-69.0244,-16.0366,walking,1,fG1,3041
305,-5.65461,9.00185,-2.43915,31.2805,-70.3049,-5.54878,walking,1,fG1,3051
306,-5.20895,8.549,-2.65958,15.3049,-68.5976,6.52439,walking,1,fG1,3061
307,-4.95497,8.19679,-2.65719,-1.03659,-69.3293,18.3537,walking,1,fG1,3071
308,-4.78246,8.05063,-2.59729,-14.0854,-71.0366,28.1098,walking,1,fG1,3081
309,-4.91663,8.35972,-2.79616,-21.2805,-70.0,34.878,walking,1,fG1,3091
310,-5.22572,9.05696,-3.35443,-22.561,-67.622,39.6951,walking,1,fG1,3101
311,-5.56596,10.0249,-4.24814,-22.2561,-61.2805,43.1707,walking,1,fG1,3111
312,-5.58992,10.4275,-4.92622,-25.3659,-48.4146,46.6463,walking,1,fG1,3121
313,-5.32875,10.0537,-5.12748,-27.2561,-29.7561,50.6707,walking,1,fG1,3131
314,-4.94059,9.12165,-5.01247,-26.5854,-10.2439,55.3659,walking,1,fG1,3141
315,-4.55244,8.05302,-4.71776,-27.0732,1.28049,62.2561,walking,1,fG1,3151
316,-4.24814,7.27432,-4.54285,-30.4268,3.17073,72.0732,walking,1,fG1,3161
317,-4.18585,6.97961,-4.66505,-35.5488,1.28049,83.8415,walking,1,fG1,3171
318,-4.28888,7.04909,-5.04602,-40.7927,-0.182927,96.9512,walking,1,fG1,3181
319,-4.47816,7.21921,-5.41501,-45.122,1.09756,110.61,walking,1,fG1,3191
320,-4.80163,7.27432,-5.72649,-47.0732,5.4878,123.171,walking,1,fG1,3201
321,-5.28323,7.09462,-6.07152,-45.7317,9.63415,133.415,walking,1,fG1,3211
322,-5.58033,6.58187,-6.02839,-37.8659,7.0122,142.317,walking,1,fG1,3221
323,-5.43417,6.12183,-5.40063,-27.9878,-3.59756,151.037,walking,1,fG1,3231
324,-5.07477,5.93494,-4.97174,-20.6098,-11.2805,158.232,walking,1,fG1,3241
325,-4.97893,5.94453,-4.80881,-15.4268,-8.10976,161.646,walking,1,fG1,3251
326,-5.1778,6.01401,-4.66745,-13.2317,-1.89024,161.28,walking,1,fG1,3261
327,-5.51324,6.21288,-4.77766,-12.5,-0.731707,157.927,walking,1,fG1,3271
328,-5.70492,6.5004,-4.74652,-12.5,-1.03659,150.61,walking,1,fG1,3281
329,-5.89181,6.73042,-4.61953,-13.7195,3.53659,138.902,walking,1,fG1,3291
330,-6.17934,6.73282,-4.63151,-13.3537,11.3415,123.049,walking,1,fG1,3301
331,-6.23684,6.46207,-4.41826,-5.73171,16.4634,104.878,walking,1,fG1,3311
332,-5.87025,6.0787,-3.87197,5.60976,21.5244,85.6707,walking,1,fG1,3321
333,-5.34313,5.62825,-3.26578,16.5244,29.3902,67.561,walking,1,fG1,3331
334,-4.95257,5.17301,-2.95429,25.2439,38.1707,51.5244,walking,1,fG1,3341
335,-4.71297,4.86632,-2.88241,31.8902,42.9878,38.3537,walking,1,fG1,3351
336,-4.60276,4.574,-2.95429,34.878,40.9146,27.439,walking,1,fG1,3361
337,-4.50691,4.3967,-3.06211,38.1707,30.122,18.3537,walking,1,fG1,3371
338,-4.41826,4.74891,-3.05013,38.2927,15.7317,9.87805,walking,1,fG1,3381
339,-4.80642,5.4773,-3.63237,29.939,3.17073,1.40244,walking,1,fG1,3391
340,-5.78879,6.4405,-4.43503,23.8415,-12.439,-8.35366,walking,1,fG1,3401
341,-6.66094,7.5858,-4.98851,21.4024,-34.2683,-19.939,walking,1,fG1,3411
342,-7.20004,8.75027,-5.32875,24.0854,-56.2805,-33.4146,walking,1,fG1,3421
343,-7.41568,10.0226,-4.89747,34.0244,-63.5976,-47.6829,walking,1,fG1,3431
344,-7.75831,10.866,-4.70099,55.7317,-58.4146,-61.0976,walking,1,fG1,3441
345,-7.5259,11.6255,-4.91903,86.7683,-62.1341,-69.0244,walking,1,fG1,3451
346,-6.59145,12.4401,-5.09873,93.5366,-60.9146,-73.1707,walking,1,fG1,3461
347,-5.79118,12.6414,-4.23137,85.4878,-32.0732,-80.9756,walking,1,fG1,3471
348,-5.542,12.3275,-3.45267,77.439,5.97561,-90.122,walking,1,fG1,3481
349,-5.23291,11.6399,-3.34245,74.1463,37.0122,-97.2561,walking,1,fG1,3491
350,-4.37753,10.2166,-2.68354,77.3171,63.6585,-100.671,walking,1,fG1,3501
351,-3.08607,8.4316,-2.15402,87.8659,88.6585,-100.793,walking,1,fG1,3511
352,-1.63648,7.09701,-1.71076,95.9146,114.512,-99.7561,walking,1,fG1,3521
353,-0.18689,7.03711,-1.36334,93.1707,132.012,-94.6341,walking,1,fG1,3531
354,0.994349,8.70474,-0.833815,109.268,145.732,-90.9146,walking,1,fG1,3541
355,1.29146,11.4027,0.297107,94.8171,145.976,-84.8171,walking,1,fG1,3551
356,-0.146157,12.9697,-2.15881,29.2683,125.61,-66.5244,walking,1,fG1,3561
357,-2.23309,13.8993,-2.78418,-32.2561,121.646,-47.2561,walking,1,fG1,3571
358,-4.47816,13.6022,-2.42956,-76.9512,136.28,-35.061,walking,1,fG1,3581
359,-6.36862,12.4665,-2.2283,-94.0854,138.354,-31.0976,walking,1,fG1,3591
360,-7.29109,11.2517,-2.60687,-86.7683,115.183,-32.378,walking,1,fG1,3601
361,-7.06586,10.2909,-3.58924,-75.4878,82.3171,-35.2439,walking,1,fG1,3611
362,-6.18892,9.37084,-3.86718,-77.3171,53.2927,-35.9146,walking,1,fG1,3621
363,-5.25208,8.37409,-3.51017,-86.5244,31.8293,-34.0244,walking,1,fG1,3631
364,-4.574,7.50434,-3.04055,-98.0488,13.2927,-29.6341,walking,1,fG1,3641
365,-4.10199,6.77834,-2.84168,-107.622,-2.80488,-23.1098,walking,1,fG1,3651
366,-4.05407,6.27518,-2.78897,-116.768,-17.0732,-14.5732,walking,1,fG1,3661
367,-3.95583,6.16496,-3.20108,-124.146,-31.8902,-4.57317,walking,1,fG1,3671
368,-3.15077,6.79272,-3.63237,-132.744,-36.5854,5.42683,walking,1,fG1,3681
369,-2.15163,7.77509,-3.95823,-146.951,-27.7439,15.3659,walking,1,fG1,3691
370,-1.61492,8.82934,-4.44941,-166.402,-13.0488,25.0,walking,1,fG1,3701
371,-2.09412,9.33729,-4.61953,-179.207,-0.792683,33.9024,walking,1,fG1,3711
372,-3.58445,8.79819,-4.02052,-172.5,0.121951,40.6707,walking,1,fG1,3721
373,-5.10592,8.0051,-3.21306,-140.0,-10.5488,45.7317,walking,1,fG1,3731
374,-5.90619,7.71039,-3.28015,-103.049,-20.1829,49.7561,walking,1,fG1,3741
375,-6.31112,7.63851,-4.00135,-80.3659,-16.0366,53.4756,walking,1,fG1,3751
376,-6.41415,7.25036,-4.36795,-70.6098,-10.5488,57.439,walking,1,fG1,3761
377,-6.27997,6.65375,-3.91749,-66.4024,-13.5366,60.0,walking,1,fG1,3771
378,-6.09068,6.24163,-3.57486,-57.8049,-24.5122,58.2927,walking,1,fG1,3781
379,-5.657,6.24163,-3.47663,-47.0732,-33.0488,52.8659,walking,1,fG1,3791
380,-5.13946,6.48842,-3.48861,-39.7561,-28.7195,44.2683,walking,1,fG1,3801
381,-4.93101,6.5627,-3.39277,-35.061,-10.1829,31.1585,walking,1,fG1,3811
382,-4.99331,6.27757,-3.54371,-28.1707,9.69512,13.2317,walking,1,fG1,3821
383,-4.8783,5.96849,-3.56049,-15.4878,20.5488,-6.70732,walking,1,fG1,3831
384,-4.2721,5.76722,-3.44548,-7.19512,24.8171,-25.7317,walking,1,fG1,3841
385,-3.57247,5.42459,-3.16754,-8.10976,34.0244,-42.0732,walking,1,fG1,3851
386,-3.27536,5.02925,-2.69073,-10.0,48.9634,-55.7927,walking,1,fG1,3861
387,-3.38797,4.68182,-2.34331,-6.34146,58.9024,-66.6463,walking,1,fG1,3871
388,-3.62758,4.79204,-2.53978,0.792683,58.5366,-73.4146,walking,1,fG1,3881
389,-4.02531,5.60429,-3.00221,6.89024,52.7439,-74.878,walking,1,fG1,3891
390,-4.6339,7.1641,-3.71383,2.43902,43.5976,-70.5488,walking,1,fG1,3901
391,-5.56596,8.66401,-4.3943,-18.2317,38.2317,-64.2073,walking,1,fG1,3911
392,-6.89814,9.35167,-4.71537,-31.6463,41.4024,-61.1585,walking,1,fG1,3921
393,-8.0075,11.8268,-3.99177,-0.670732,46.2805,-68.7805,walking,1,fG1,3931
394,-6.16256,15.7059,-1.75628,25.6707,74.0244,-88.4146,walking,1,fG1,3941
395,-5.92775,14.4959,-0.347423,26.0366,143.72,-98.2317,walking,1,fG1,3951
396,-9.01862,12.5575,-0.98716,-4.26829,154.329,-83.1707,walking,1,fG1,3961
397,-10.9426,10.5257,-3.97979,5.97561,109.085,-64.3902,walking,1,fG1,3971
398,-9.92192,8.32857,-4.25294,49.878,51.8902,-52.561,walking,1,fG1,3981
399,-7.25755,6.76636,-2.88481,82.7439,-6.34146,-41.5244,walking,1,fG1,3991
400,-4.7561,6.29435,-2.38404,91.5854,-35.5488,-29.4512,walking,1,fG1,4001
401,-3.88874,6.47644,-2.75063,83.2317,-35.3049,-18.0488,walking,1,fG1,4011
402,-4.83517,7.2264,-3.51975,61.6463,-38.8415,-9.14634,walking,1,fG1,4021
403,-6.12183,8.1872,-4.46858,38.4756,-66.5244,-5.18293,walking,1,fG1,4031
404,-6.37581,9.20311,-4.02771,27.5,-101.707,-7.92683,walking,1,fG1,4041
405,-5.99245,10.2622,-3.44548,22.0122,-127.683,-11.3415,walking,1,fG1,4051
406,-7.03232,8.4891,-1.65325,-122.622,133.11,-48.5366,walking,2,fG1,4061
407,-7.25036,8.22554,-0.455244,-104.817,113.293,-46.3415,walking,2,fG1,4071
408,-6.66813,8.17043,-0.536709,-81.1585,84.3293,-41.1585,walking,2,fG1,4081
409,-4.95257,8.76944,-0.994349,-64.2073,62.1951,-36.0976,walking,2,fG1,4091
410,-3.12441,9.44272,-1.14769,-64.878,59.1463,-34.0244,walking,2,fG1,4101
411,-2.66677,9.12165,-1.06623,-81.9512,61.3415,-33.0488,walking,2,fG1,4111
412,-3.79769,7.56903,-1.77306,-109.878,50.3659,-25.8537,walking,2,fG1,4121
413,-5.22812,5.75524,-3.26338,-133.415,23.0488,-9.93902,walking,2,fG1,4131
414,-5.99964,4.78246,-3.58684,-140.244,-12.7439,5.85366,walking,2,fG1,4141
415,-6.57947,4.90945,-3.40954,-137.683,-50.9146,12.5,walking,2,fG1,4151
416,-6.76636,5.5396,-3.26817,-118.415,-87.9878,8.53659,walking,2,fG1,4161
417,-5.9014,6.28955,-2.27382,-86.9512,-112.5,-4.57317,walking,2,fG1,4171
418,-3.22984,7.39652,-0.563065,-44.878,-101.951,-26.6463,walking,2,fG1,4181
419,-0.9632,8.84132,0.330651,-5.2439,-41.6463,-53.7805,walking,2,fG1,4191
420,-2.99742,8.01948,-3.3712,-22.1341,-4.32927,-53.7195,walking,2,fG1,4201
421,-5.31677,7.14973,-7.92364,-21.6463,-27.378,-34.1463,walking,2,fG1,4211
422,-5.44615,8.23273,-5.33833,-9.93902,-36.4634,-33.9634,walking,2,fG1,4221
423,-7.18806,9.77337,-4.62672,-8.84146,-38.3537,-52.1951,walking,2,fG1,4231
424,-8.98747,10.6575,-6.6825,-11.1585,-84.8171,-56.0366,walking,2,fG1,4241
425,-8.86528,11.6542,-6.31831,-2.7439,-131.829,-40.2439,walking,2,fG1,4251
426,-7.20963,11.9154,-3.68748,12.3171,-143.171,-19.2683,walking,2,fG1,4261
427,-5.71211,10.8348,-1.23635,31.7073,-122.561,4.14634,walking,2,fG1,4271
428,-4.85673,9.44751,-0.817043,62.561,-108.232,22.6829,walking,2,fG1,4281
429,-4.47816,8.8485,-2.36248,90.8537,-95.7317,29.2073,walking,2,fG1,4291
430,-4.22179,8.75985,-3.76175,102.683,-81.2805,26.6463,walking,2,fG1,4301
431,-3.80248,8.46035,-4.42305,95.7317,-76.7683,20.1829,walking,2,fG1,4311
432,-3.45985,8.0051,-4.56921,78.8415,-82.3171,12.2561,walking,2,fG1,4321
433,-3.49579,7.55226,-4.46618,68.6585,-95.7317,5.18293,walking,2,fG1,4331
434,-3.45746,7.61216,-4.60036,71.0976,-115.488,3.10976,walking,2,fG1,4341
435,-3.32807,8.15845,-5.22332,77.2561,-133.232,8.65854,walking,2,fG1,4351
436,-3.02617,8.88924,-5.79118,78.5366,-138.72,19.5732,walking,2,fG1,4361
437,-2.68834,9.32531,-5.9589,72.3171,-127.805,31.4024,walking,2,fG1,4371
438,-2.43196,9.27979,-5.7193,65.122,-105.366,39.7561,walking,2,fG1,4381
439,-2.2858,8.83413,-4.73454,59.3902,-76.6463,41.4024,walking,2,fG1,4391
440,-2.39362,8.35492,-3.92229,59.1463,-49.939,36.0976,walking,2,fG1,4401
441,-2.57812,8.37409,-3.86239,62.7439,-28.7195,25.8537,walking,2,fG1,4411
442,-2.77938,8.70235,-4.18106,59.5732,-9.7561,15.0,walking,2,fG1,4421
443,-3.14837,8.81975,-4.45181,49.2073,7.56098,6.03659,walking,2,fG1,4431
444,-3.6108,8.80298,-4.50452,37.7439,21.4634,-0.365854,walking,2,fG1,4441
445,-4.04688,8.68318,-4.48295,32.9878,24.878,-2.43902,walking,2,fG1,4451
446,-3.95104,8.78621,-4.13793,29.3293,21.3415,1.34146,walking,2,fG1,4461
447,-3.86239,8.75985,-3.74738,27.8049,18.4756,10.3049,walking,2,fG1,4471
448,-3.48621,8.88205,-3.09805,35.122,6.40244,26.6463,walking,2,fG1,4481
449,-3.08368,9.04019,-2.37206,43.8415,-16.5854,50.3659,walking,2,fG1,4491
450,-2.89439,9.32292,-1.79941,59.7561,-46.6463,78.7805,walking,2,fG1,4501
451,-2.64041,9.73503,-1.61492,81.2195,-85.3049,109.634,walking,2,fG1,4511
452,-2.21632,10.2765,-1.82098,81.6463,-103.659,133.354,walking,2,fG1,4521
453,-2.46071,10.37,-2.04141,64.878,-85.8537,139.634,walking,2,fG1,4531
454,-3.11722,10.3628,-2.25945,43.0488,-46.8902,129.634,walking,2,fG1,4541
455,-3.93666,10.2813,-2.91356,21.7683,-3.78049,109.573,walking,2,fG1,4551
456,-4.50212,9.82129,-3.88874,-0.792683,35.061,85.4268,walking,2,fG1,4561
457,-4.68422,8.77423,-4.28648,-23.7805,64.878,61.3415,walking,2,fG1,4571
458,-4.8759,7.44683,-4.01813,-45.0,82.9878,39.878,walking,2,fG1,4581
459,-5.1778,6.13381,-4.10678,-50.3049,86.7683,21.5244,walking,2,fG1,4591
460,-5.31917,5.24968,-4.18585,-39.939,75.4878,8.10976,walking,2,fG1,4601
461,-5.09154,4.7537,-4.39909,-24.878,57.3171,-0.0609756,walking,2,fG1,4611
462,-4.85913,4.45899,-4.5764,-11.9512,41.9512,-4.93902,walking,2,fG1,4621
463,-4.70578,4.20262,-4.62672,-0.304878,28.4146,-7.80488,walking,2,fG1,4631
464,-4.60036,4.00135,-4.66266,12.6829,12.1341,-8.96341,walking,2,fG1,4641
465,-4.38951,3.90791,-4.66745,25.3049,-11.5854,-7.92683,walking,2,fG1,4651
466,-4.02771,3.94625,-4.57161,36.2805,-42.622,-4.14634,walking,2,fG1,4661
467,-3.46944,4.22418,-4.39909,42.561,-77.1951,1.76829,walking,2,fG1,4671
468,-3.06451,4.80881,-4.3967,37.622,-99.1463,4.08537,walking,2,fG1,4681
469,-3.57965,5.76003,-4.67703,27.9878,-101.159,-3.23171,walking,2,fG1,4691
470,-4.86392,7.02034,-5.94213,25.3659,-95.9146,-19.939,walking,2,fG1,4701
471,-6.60104,8.10095,-7.08024,31.0976,-91.5854,-44.2073,walking,2,fG1,4711
472,-7.93083,8.34055,-8.52983,77.1341,-106.89,-71.7073,walking,2,fG1,4721
473,-5.7193,9.82368,-7.63133,153.171,-172.866,-74.3902,walking,2,fG1,4731
474,-1.14769,12.2101,-6.44769,141.951,-192.866,-57.8049,walking,2,fG1,4741
475,0.357007,12.881,-6.28237,79.0854,-120.183,-44.5122,walking,2,fG1,4751
476,-0.555877,13.0751,-5.36948,23.9634,-36.6463,-39.939,walking,2,fG1,4761
477,-2.23788,13.5423,-4.89986,-16.5854,18.1707,-46.4634,walking,2,fG1,4771
478,-2.82491,13.5543,-3.99177,-41.5854,66.4634,-60.3049,walking,2,fG1,4781
479,-3.09566,12.9385,-2.72428,-58.2927,128.841,-73.2927,walking,2,fG1,4791
480,-4.12595,11.4122,-2.32893,-66.3415,179.451,-76.2805,walking,2,fG1,4801
481,-5.08675,9.95067,-1.74191,-50.3049,187.378,-68.2317,walking,2,fG1,4811
482,-5.32396,9.26302,-1.83535,-27.378,161.707,-54.878,walking,2,fG1,4821
483,-4.83757,9.44511,-2.03422,-14.2073,132.744,-45.6098,walking,2,fG1,4831
484,-4.34159,9.58648,-1.77545,-12.8659,120.549,-45.3659,walking,2,fG1,4841
485,-4.25054,9.42594,-1.45918,-16.2195,121.159,-47.9878,walking,2,fG1,4851
486,-4.6387,9.00664,-1.70597,-20.1829,121.098,-45.061,walking,2,fG1,4861
487,-5.15624,8.58494,-2.45113,-22.8659,112.073,-35.6098,walking,2,fG1,4871
488,-5.58752,8.26148,-3.14597,-24.6951,93.1098,-26.4634,walking,2,fG1,4881
489,-5.57794,8.25429,-3.69227,-28.8415,69.4512,-23.7195,walking,2,fG1,4891
490,-5.62346,8.35972,-3.90072,-39.0244,53.8415,-29.3902,walking,2,fG1,4901
491,-5.57554,8.52744,-3.64195,-45.1829,42.8659,-38.9024,walking,2,fG1,4911
492,-5.28802,8.9731,-3.02857,-49.878,34.6341,-46.1585,walking,2,fG1,4921
493,-4.91903,9.42355,-2.61645,-52.9878,30.3049,-50.6707,walking,2,fG1,4931
494,-3.86239,10.0872,-2.20673,-59.2073,37.378,-54.6951,walking,2,fG1,4941
495,-3.26578,10.1184,-2.18996,-67.622,49.8171,-58.5976,walking,2,fG1,4951
496,-1.96234,10.3316,-2.19955,-77.5,65.4268,-61.1585,walking,2,fG1,4961
497,-0.263562,10.9091,-2.50384,-98.3537,93.3537,-60.8537,walking,2,fG1,4971
498,0.965596,11.2853,-3.3688,-130.366,131.098,-57.3171,walking,2,fG1,4981
499,0.577441,10.8564,-4.05407,-166.341,165.61,-49.4512,walking,2,fG1,4991
500,-1.57179,9.61283,-4.28169,-185.915,173.537,-36.6463,walking,2,fG1,5001
501,-3.86478,8.38368,-3.81926,-182.012,154.268,-21.4634,walking,2,fG1,5011
502,-5.07477,7.73675,-3.27296,-161.341,125.244,-4.69512,walking,2,fG1,5021
503,-6.04756,7.01315,-2.81293,-135.549,99.0854,11.7073,walking,2,fG1,5031
504,-6.77355,6.3231,-2.48707,-103.841,68.4146,26.7073,walking,2,fG1,5041
505,-6.81907,5.87504,-2.14444,-67.8659,32.6829,37.6829,walking,2,fG1,5051
506,-6.31591,5.76243,-1.97192,-34.6341,-6.58537,44.0854,walking,2,fG1,5061
507,-5.44615,5.81035,-2.50624,-16.7073,-39.2683,48.1098,walking,2,fG1,5071
508,-4.97653,6.04276,-2.97346,-10.5488,-56.0976,49.5732,walking,2,fG1,5081
509,-4.97174,6.63698,-2.92554,-9.5122,-64.2073,47.9268,walking,2,fG1,5091
510,-4.95737,7.39891,-2.5877,-9.02439,-67.9878,42.0122,walking,2,fG1,5101
511,-4.75131,8.05782,-2.31695,-9.69512,-64.1463,32.2561,walking,2,fG1,5111
512,-4.38232,8.22554,-1.96713,-14.1463,-50.122,22.561,walking,2,fG1,5121
513,-4.11636,7.92124,-1.78983,-18.4146,-28.8415,14.4512,walking,2,fG1,5131
514,-3.82644,7.31026,-1.74191,-18.1707,-9.7561,8.96341,walking,2,fG1,5141
515,-3.16514,6.70407,-1.61013,-15.6098,5.30488,4.93902,walking,2,fG1,5151
516,-2.68834,6.39737,-1.67003,-15.4268,19.5122,1.46341,walking,2,fG1,5161
517,-3.14118,6.24643,-2.24268,-19.939,27.5,-2.31707,walking,2,fG1,5171
518,-3.95104,6.03797,-2.85126,-26.7073,25.061,-8.47561,walking,2,fG1,5181
519,-4.53806,5.88702,-2.44634,-27.9878,22.439,-20.3049,walking,2,fG1,5191
520,-5.78879,5.9613,-2.57812,-27.439,14.0244,-34.5122,walking,2,fG1,5201
521,-6.77595,6.70167,-3.23942,-19.1463,-6.28049,-47.439,walking,2,fG1,5211
522,-6.06433,8.58015,-2.31456,1.52439,-8.10976,-63.6585,walking,2,fG1,5221
523,-5.44136,12.016,-0.793083,13.1098,41.3415,-94.4512,walking,2,fG1,5231
524,-9.21989,13.9712,-3.09805,-18.5976,68.1098,-119.39,walking,2,fG1,5241
525,-11.2541,13.3339,-4.94539,-36.0976,26.8902,-107.195,walking,2,fG1,5251
526,-11.2661,11.6399,-3.57007,-27.5,-5.30488,-81.5854,walking,2,fG1,5261
527,-11.3116,10.0369,-3.74258,4.93902,-70.9756,-53.6585,walking,2,fG1,5271
528,-9.74462,9.41396,-3.36162,54.2073,-166.951,-20.5488,walking,2,fG1,5281
529,-7.26234,9.10248,-3.27296,91.2195,-236.341,11.5854,walking,2,fG1,5291
530,-3.92229,8.77662,-3.3688,122.622,-245.732,30.9756,walking,2,fG1,5301
531,-0.682866,9.4547,-2.36008,134.268,-188.415,32.8659,walking,2,fG1,5311
532,-0.400135,9.56252,-1.97911,125.244,-122.988,25.6098,walking,2,fG1,5321
533,-2.12527,8.87486,-3.23223,110.671,-108.415,17.8659,walking,2,fG1,5331
534,-3.52934,8.82454,-5.58752,113.78,-135.549,13.0488,walking,2,fG1,5341
535,-3.22504,9.50022,-7.38693,116.402,-172.012,15.5488,walking,2,fG1,5351
536,-1.94557,9.97224,-7.71519,96.2195,-185.976,25.3659,walking,2,fG1,5361
537,-1.05665,9.86921,-6.87658,68.2317,-169.207,35.7927,walking,2,fG1,5371
538,-0.776311,9.31573,-5.59471,55.4878,-134.207,41.4634,walking,2,fG1,5381
539,-0.682866,8.70714,-4.41347,57.1951,-94.6341,41.2195,walking,2,fG1,5391
540,-0.845795,8.38368,-3.75696,66.6463,-56.5244,36.0366,walking,2,fG1,5401
541,-1.1429,8.47472,-3.89833,73.1707,-19.6341,29.1463,walking,2,fG1,5411
542,-1.6868,8.82215,-4.59557,67.8659,14.8171,23.7195,walking,2,fG1,5421
543,-2.65479,8.92518,-4.98133,54.3293,42.7439,20.122,walking,2,fG1,5431
544,-3.69946,8.7311,-5.12988,43.2927,55.061,18.5366,walking,2,fG1,5441
545,-4.29846,8.53942,-5.01966,34.2683,54.0244,18.9024,walking,2,fG1,5451
546,-4.51889,8.30221,-4.78246,29.5732,45.122,22.7439,walking,2,fG1,5461
547,-4.07084,8.50587,-3.91749,25.2439,36.0366,31.7073,walking,2,fG1,5471
548,-4.00375,8.56338,-2.8273,22.1341,28.7195,45.7317,walking,2,fG1,5481
549,-3.91989,8.8509,-1.82337,36.2195,7.92683,65.9756,walking,2,fG1,5491
550,-3.9127,9.52658,-1.05185,61.2195,-35.1829,95.7317,walking,2,fG1,5501
551,-3.38078,10.1184,-1.15488,89.5732,-90.9756,132.012,walking,2,fG1,5511
552,-2.89918,10.4203,-1.28427,85.2439,-107.439,157.439,walking,2,fG1,5521
553,-3.22504,10.0393,-1.43282,69.0244,-81.0976,160.854,walking,2,fG1,5531
554,-3.87197,9.6344,-1.53825,54.939,-38.0488,146.463,walking,2,fG1,5541
555,-4.54046,9.2127,-2.19475,37.9268,0.97561,123.049,walking,2,fG1,5551
556,-4.74891,8.70953,-2.96148,20.3659,31.4024,97.378,walking,2,fG1,5561
557,-4.94778,7.71758,-3.55809,0.304878,55.6707,73.3537,walking,2,fG1,5571
558,-5.13467,6.55072,-3.83842,-14.939,69.0854,52.378,walking,2,fG1,5581
559,-5.14426,5.48689,-3.70904,-21.0976,67.0732,34.8171,walking,2,fG1,5591
560,-4.96695,4.6962,-3.54611,-23.4756,54.878,20.061,walking,2,fG1,5601
561,-4.85194,4.12834,-3.41193,-21.9512,38.5366,6.70732,walking,2,fG1,5611
562,-4.85434,3.80248,-3.29692,-14.2073,16.9512,-3.96341,walking,2,fG1,5621
563,-4.61234,3.75456,-3.18431,-0.853659,-11.7683,-10.3659,walking,2,fG1,5631
564,-4.25533,3.9151,-3.14837,15.3659,-48.2317,-10.122,walking,2,fG1,5641
565,-3.81686,4.22418,-3.21546,34.0244,-94.3902,-1.52439,walking,2,fG1,5651
566,-3.70185,5.0556,-3.39995,42.1951,-134.695,8.90244,walking,2,fG1,5661
567,-4.59557,6.32549,-4.65786,45.7317,-150.549,11.8293,walking,2,fG1,5671
568,-6.43811,7.62414,-6.45728,61.5854,-155.244,2.5,walking,2,fG1,5681
569,-6.94127,8.60411,-7.88291,104.817,-177.378,-16.2805,walking,2,fG1,5691
570,-4.79444,11.1223,-7.79905,127.622,-192.317,-34.2683,walking,2,fG1,5701
571,-3.71623,13.6765,-8.86528,85.1829,-138.841,-55.6707,walking,2,fG1,5711
572,-3.97739,14.3354,-10.4395,20.7927,-56.3415,-80.5488,walking,2,fG1,5721
573,-3.91989,13.516,-8.52264,-34.1463,29.4512,-104.634,walking,2,fG1,5731
574,-4.13553,11.6734,-5.74805,-69.7561,102.134,-121.89,walking,2,fG1,5741
575,-4.43983,9.52658,-3.97739,-69.2683,141.402,-125.366,walking,2,fG1,5751
576,-4.33919,8.41243,-2.19715,-30.8537,143.902,-115.976,walking,2,fG1,5761
577,-3.70425,8.58494,-2.77938,15.061,119.085,-96.5854,walking,2,fG1,5771
578,-2.45113,9.43074,-3.49819,47.9268,96.2195,-77.2561,walking,2,fG1,5781
579,-1.2052,10.3436,-2.06058,60.061,96.0366,-67.561,walking,2,fG1,5791
580,-0.309087,10.7989,-0.560669,53.7195,115.61,-66.7073,walking,2,fG1,5801
581,-0.642133,11.1726,-0.0862567,37.7439,144.39,-68.1098,walking,2,fG1,5811
582,-2.13006,11.0361,-1.56221,9.08537,157.561,-64.5122,walking,2,fG1,5821
583,-3.82165,10.8444,-3.17473,-17.561,150.305,-59.8171,walking,2,fG1,5831
584,-4.94778,10.7102,-3.97739,-42.6829,135.488,-59.0854,walking,2,fG1,5841
585,-5.76483,10.3844,-4.04688,-62.8049,123.537,-61.7683,walking,2,fG1,5851
586,-6.05954,10.2526,-3.23702,-74.2073,112.256,-62.378,walking,2,fG1,5861
